1	1	10
1	287	8
1	689	2
1	1616	6
1	1800	10
1	2073	10
5	5	10
5	322	10
5	368	10
5	744	10
5	1114	10
5	1530	10
5	2474	10
7	7	10
7	392	10
7	392	10
7	405	10
7	667	10
7	808	6
7	1300	10
7	1974	10
7	2073	10
7	2114	8
7	2354	10
7	2384	10
7	2496	8
7	2705	8
7	2790	6
7	3060	10
7	3137	6
7	3358	10
7	3475	10
7	3485	10
7	3585	10
7	3872	10
7	4799	10
7	4936	6
7	5408	10
10	9	10
10	877	8
10	2726	8
10	3551	10
10	3579	8
18	16	10
18	1969	10
18	2153	10
18	3194	10
18	3483	10
18	3895	8
18	4444	10
18	4694	8
20	18	10
20	96	10
20	183	10
20	678	10
20	1155	8
20	1534	8
20	3858	10
24	11	8
24	22	8
24	558	10
24	916	10
24	963	8
24	2222	10
28	12	10
28	26	10
28	177	10
28	865	10
28	1666	10
28	1994	10
28	2515	10
28	2672	8
28	2672	8
28	2722	8
28	3093	10
28	4446	10
30	28	10
30	262	8
30	668	10
30	1838	10
30	2310	8
30	2838	10
30	3219	8
39	37	10
39	251	10
39	567	10
39	768	10
39	1302	8
39	2152	8
39	2736	10
39	2928	8
39	3781	8
39	3918	10
39	5346	4
43	34	8
43	41	4
43	500	10
43	669	10
43	951	10
43	1071	8
43	1287	10
43	1337	10
43	1340	10
43	1403	8
43	1767	10
43	2220	8
43	2374	10
43	3378	10
43	3546	8
43	3672	4
43	3745	6
43	3763	8
43	4035	10
43	4299	8
43	4434	8
43	5244	6
45	22	6
45	43	10
45	372	6
45	456	10
45	516	8
45	766	6
45	815	10
45	889	2
45	916	10
45	982	10
45	1045	10
45	1449	10
45	1510	10
45	1915	8
45	2055	10
45	2188	8
45	2658	10
45	2810	10
45	3055	8
45	3266	10
45	3448	10
45	3485	10
47	45	6
47	171	10
47	189	8
47	264	10
47	622	10
47	1651	10
47	1732	10
47	2103	10
47	2194	8
47	3564	10
47	3600	10
47	4966	8
50	48	8
50	90	10
50	674	10
50	829	10
50	1572	10
50	3496	10
50	5408	8
52	50	10
52	512	10
52	664	8
52	989	10
52	1005	10
52	1131	10
52	1229	10
52	1587	10
52	1691	10
52	1757	10
52	1919	10
52	1992	8
52	2080	10
52	2115	10
52	2341	8
52	2484	10
52	2682	10
52	2892	10
52	3005	10
52	3354	10
53	51	10
53	139	8
53	1822	10
53	2084	6
53	2861	8
56	16	10
56	28	10
56	54	10
56	176	10
56	180	8
56	281	8
56	457	10
56	471	8
56	613	10
56	637	8
56	810	10
56	1064	10
56	1299	6
56	1348	10
56	1440	8
56	1669	10
56	2116	10
56	2873	8
56	3578	8
56	4061	10
56	4199	10
56	4600	10
56	5015	8
56	5245	10
59	57	8
59	64	8
59	311	10
59	573	8
59	1461	10
59	1967	8
59	2368	10
59	2590	8
59	2918	10
59	3156	8
59	3224	10
59	3373	10
60	4	10
60	58	10
60	66	6
60	106	8
60	363	10
60	475	10
60	530	10
60	626	8
60	765	10
60	911	10
60	982	10
60	1062	10
60	1211	10
60	1464	10
60	1567	8
60	1793	10
60	1798	10
60	1800	8
60	1817	6
60	1964	10
60	1985	8
60	2274	10
60	2616	8
60	2771	10
60	3021	10
60	3375	8
60	3529	10
60	4507	10
60	4834	10
62	59	10
62	119	10
62	131	10
62	299	10
62	339	10
62	384	10
62	424	10
62	520	10
62	546	10
62	561	10
62	722	10
62	734	10
62	739	10
62	749	10
62	770	10
62	919	10
62	951	10
62	959	10
62	984	10
62	1022	10
62	1057	10
62	1149	10
62	1191	10
62	1194	10
62	1221	10
62	1228	10
62	1262	10
62	1380	10
62	1521	10
62	1537	10
62	1576	10
62	1617	10
62	1714	10
62	1840	10
62	1852	10
62	1918	10
62	1948	10
62	2031	10
62	2062	10
62	2077	10
62	2088	10
62	2105	10
62	2110	10
62	2116	10
62	2131	10
62	2170	10
62	2216	10
62	2292	10
62	2304	10
62	2344	10
62	2357	10
62	2379	10
62	2383	10
62	2458	10
62	2480	10
62	2546	10
62	2608	10
62	2635	10
62	2658	10
62	2846	10
62	2884	10
62	2905	10
62	2907	10
62	2913	10
62	2921	10
62	2935	10
62	2963	10
62	3001	10
62	3065	10
62	3077	10
62	3117	10
62	3120	10
62	3153	10
62	3155	10
62	3196	10
62	3240	10
62	3246	10
62	3276	10
62	3286	10
62	3308	10
62	3330	10
62	3383	10
62	3474	10
62	3616	10
62	3714	10
62	3746	10
62	3894	10
62	3958	10
62	4099	10
62	4228	10
62	4230	10
62	4267	10
62	4306	10
62	4360	10
62	4366	10
62	4419	10
62	4604	10
62	4677	10
62	4786	10
62	4808	10
62	4948	10
62	5016	10
62	5081	10
62	5117	10
62	5207	10
62	5361	10
62	5501	10
63	60	10
63	95	8
63	189	10
63	665	8
63	773	8
63	1710	10
63	2503	10
65	62	10
65	2420	10
65	3367	10
65	3789	10
65	4142	10
65	4644	8
65	5303	8
67	45	10
67	61	8
67	64	8
67	207	10
67	208	6
67	219	8
67	257	8
67	307	8
67	413	8
67	427	10
67	430	6
67	464	8
67	544	10
67	544	10
67	555	10
67	605	10
67	637	6
67	669	10
67	700	10
67	750	8
67	790	10
67	792	10
67	828	10
67	865	10
67	899	8
67	948	10
67	1011	8
67	1056	8
67	1117	10
67	1155	10
67	1157	6
67	1179	10
67	1204	8
67	1206	8
67	1276	10
67	1282	10
67	1302	8
67	1307	10
67	1326	10
67	1364	8
67	1367	8
67	1426	10
67	1472	6
67	1476	8
67	1554	10
67	1569	8
67	1597	10
67	1664	10
67	1670	8
67	1711	10
67	1725	8
67	1737	8
67	1813	8
67	1827	8
67	1968	8
67	1984	8
67	1999	10
67	2014	8
67	2099	8
67	2186	8
67	2188	8
67	2277	6
67	2328	6
67	2356	6
67	2408	8
67	2410	10
67	2423	8
67	2440	8
67	2443	8
67	2451	10
67	2510	8
67	2616	6
67	2682	10
67	2788	8
67	2799	8
67	2874	8
67	3132	10
67	3149	10
67	3155	10
67	3166	10
67	3191	8
67	3201	10
67	3224	8
67	3417	8
67	3436	10
67	3458	10
67	3485	10
67	3536	10
67	3578	8
67	3601	10
67	3829	8
67	3950	8
67	3961	6
67	4063	8
67	4209	8
67	4232	8
67	4344	8
67	4345	8
67	4360	8
67	4575	8
67	4615	8
67	4797	10
67	4847	8
72	69	10
72	625	10
72	1205	10
72	1373	10
72	1417	10
72	1824	6
72	2137	8
72	2290	10
72	2467	10
72	2651	2
72	2913	10
72	2960	8
72	3232	10
72	3409	10
72	3505	10
72	3969	10
72	4271	10
76	72	10
76	139	10
76	245	6
76	1254	10
76	1410	8
76	1447	10
76	1535	10
76	2078	8
76	3816	8
79	74	10
79	382	10
79	513	10
79	528	10
79	780	8
79	963	10
79	1018	10
79	1085	10
79	1400	10
79	1954	10
79	2099	10
79	2255	8
79	2692	10
79	2868	10
79	2910	10
79	3007	10
79	3421	6
79	3461	10
79	3941	10
79	4087	10
86	80	10
86	384	10
86	500	10
86	903	10
86	1827	8
86	1850	4
86	2287	10
86	2763	10
86	3331	10
86	3917	8
86	4192	10
86	4262	10
86	4780	4
91	85	6
91	196	4
91	1342	10
91	1681	10
91	2686	8
106	98	6
106	175	10
106	194	10
106	901	6
106	3049	10
114	106	10
114	180	10
114	361	10
114	1479	8
114	1669	10
114	2290	6
126	116	10
126	368	10
126	815	10
126	1996	10
126	2057	8
126	2068	8
126	2348	8
126	2438	8
126	2791	8
126	3164	10
126	3630	10
126	3803	10
